Frame;AU_02_L_x;AU_02_L_y;AU_02_L_z;AU_01_L_x;AU_01_L_y;AU_01_L_z;AU_02_R_x;AU_02_R_y;AU_02_R_z;AU_01_R_x;AU_01_R_y;AU_01_R_z;AU_06_L_x;AU_06_L_y;AU_06_L_z;AU_06_R_x;AU_06_R_y;AU_06_R_z;AU_09_L_x;AU_09_L_y;AU_09_L_z;AU_09_R_x;AU_09_R_y;AU_09_R_z;AU_11_L_x;AU_11_L_y;AU_11_L_z;AU_11_R_x;AU_11_R_y;AU_11_R_z;AU_12_L_x;AU_12_L_y;AU_12_L_z;AU_10_L_x;AU_10_L_y;AU_10_L_z;AU_12_R_x;AU_12_R_y;AU_12_R_z;AU_10_R_x;AU_10_R_y;AU_10_R_z;AU_08_x;AU_08_y;AU_08_z;AU_16_x;AU_16_y;AU_16_z;Stimulustype
937;-0.2683678865432739;0.36865973472595215;-0.18749475479125977;-0.08624568581581116;0.33421260118484497;-0.10477900505065918;0.2916986346244812;0.33676183223724365;-0.21582245826721191;0.0912676751613617;0.3316892385482788;-0.11440277099609375;-0.22816058993339539;0.018029987812042236;-0.17840170860290527;0.22027985751628876;0.02266460657119751;-0.19003915786743164;-0.10391414910554886;0.05670523643493652;-0.1425306797027588;0.1066759005188942;0.05026400089263916;-0.15979790687561035;-0.13428932428359985;-0.074737548828125;-0.1287393569946289;0.12393350154161453;-0.07048296928405762;-0.14838862419128418;-0.21626117825508118;-0.2343144416809082;-0.1594104766845703;-0.13182267546653748;-0.20702052116394043;-0.10645723342895508;0.20992189645767212;-0.22299492359161377;-0.18827199935913086;0.12283526360988617;-0.19837403297424316;-0.12218570709228516;-0.006668997462838888;-0.17886734008789062;-0.06812763214111328;-0.0010050064884126186;-0.32334280014038086;-0.09469342231750488;posed_neutral
938;-0.2676030993461609;0.36859673261642456;-0.18683791160583496;-0.08528430014848709;0.33386194705963135;-0.10466575622558594;0.2924726605415344;0.336095929145813;-0.21667838096618652;0.09207526594400406;0.3310887813568115;-0.11460685729980469;-0.22756731510162354;0.018143177032470703;-0.17824482917785645;0.22092191874980927;0.022220730781555176;-0.19007134437561035;-0.10311615467071533;0.056633949279785156;-0.14122962951660156;0.10713854432106018;0.04993999004364014;-0.15991449356079102;-0.13388031721115112;-0.07468557357788086;-0.12832188606262207;0.1244843453168869;-0.07087826728820801;-0.14907312393188477;-0.2156694531440735;-0.23399889469146729;-0.15889644622802734;-0.13170936703681946;-0.20668745040893555;-0.10639691352844238;0.21068690717220306;-0.22336053848266602;-0.18909430503845215;0.12324625253677368;-0.19833028316497803;-0.12244796752929688;-0.006299344357103109;-0.17811453342437744;-0.0683431625366211;-4.880275810137391e-05;-0.32296764850616455;-0.09452295303344727;posed_neutral
939;-0.2680782079696655;0.36879754066467285;-0.18727827072143555;-0.08575303852558136;0.3342011570930481;-0.10472679138183594;0.2919052839279175;0.3365802764892578;-0.2160508632659912;0.09156588464975357;0.33150553703308105;-0.11447954177856445;-0.22785332798957825;0.018410146236419678;-0.17844533920288086;0.22056739032268524;0.02265787124633789;-0.1901552677154541;-0.10346958786249161;0.05686140060424805;-0.14196109771728516;0.1067727580666542;0.050368547439575195;-0.15991497039794922;-0.13417193293571472;-0.07438540458679199;-0.12864470481872559;0.12415342032909393;-0.07034599781036377;-0.1487102508544922;-0.21581976115703583;-0.23363804817199707;-0.1588597297668457;-0.13194817304611206;-0.20632314682006836;-0.10651564598083496;0.21040025353431702;-0.2227562665939331;-0.1885671615600586;0.12295833230018616;-0.19780540466308594;-0.12223982810974121;-0.006583222653716803;-0.17766833305358887;-0.06838083267211914;-0.0002570893266238272;-0.32248640060424805;-0.09441184997558594;posed_neutral
940;-0.2679426968097687;0.3689650297164917;-0.18719696998596191;-0.08557402342557907;0.33465468883514404;-0.10472512245178223;0.2919067442417145;0.33685117959976196;-0.2160956859588623;0.09147807955741882;0.3320392370223999;-0.11446928977966309;-0.22795522212982178;0.01873600482940674;-0.17860651016235352;0.22037890553474426;0.023086071014404297;-0.19031429290771484;-0.10365022718906403;0.0571480393409729;-0.1424705982208252;0.10684815794229507;0.05059981346130371;-0.16008567810058594;-0.13399414718151093;-0.07386326789855957;-0.12850069999694824;0.12387385964393616;-0.06967377662658691;-0.14844036102294922;-0.21583887934684753;-0.23303794860839844;-0.1586446762084961;-0.1317049115896225;-0.20569443702697754;-0.10638666152954102;0.21025048196315765;-0.22214031219482422;-0.18815159797668457;0.12290897220373154;-0.19708728790283203;-0.1221768856048584;-0.00659100292250514;-0.17676174640655518;-0.06856012344360352;0.00014770444249734282;-0.3216671943664551;-0.09416055679321289;posed_neutral
941;-0.26832008361816406;0.3688923120498657;-0.1875004768371582;-0.08590704947710037;0.33447253704071045;-0.10475325584411621;0.291439950466156;0.336946964263916;-0.2155299186706543;0.09111282974481583;0.3321622610092163;-0.11437344551086426;-0.22834695875644684;0.018660008907318115;-0.1787099838256836;0.22010451555252075;0.023120999336242676;-0.19021964073181152;-0.10392993688583374;0.05710870027542114;-0.14287495613098145;0.10654482245445251;0.05072426795959473;-0.15996241569519043;-0.13435201346874237;-0.07400643825531006;-0.1288590431213379;0.12357276678085327;-0.0695195198059082;-0.1480565071105957;-0.21572759747505188;-0.23305511474609375;-0.15857744216918945;-0.13189837336540222;-0.20566129684448242;-0.10648512840270996;0.2098952978849411;-0.22214627265930176;-0.187852144241333;0.12257915735244751;-0.19696307182312012;-0.12195992469787598;-0.007003843318670988;-0.1765127182006836;-0.06853556632995605;-3.419030690565705e-05;-0.3214225769042969;-0.09409427642822266;posed_disgust
942;-0.2688535153865814;0.36875784397125244;-0.18792247772216797;-0.08652853220701218;0.334327757358551;-0.1048119068145752;0.29113543033599854;0.3368256092071533;-0.2151317596435547;0.0906451866030693;0.3319573998451233;-0.11423969268798828;-0.22874368727207184;0.018493294715881348;-0.17877912521362305;0.21993926167488098;0.02304697036743164;-0.1901097297668457;-0.10428403317928314;0.05691838264465332;-0.14327692985534668;0.10623474419116974;0.050710201263427734;-0.15963530540466309;-0.13464461266994476;-0.07411682605743408;-0.12915301322937012;0.12293639779090881;-0.06938767433166504;-0.14721226692199707;-0.2160961627960205;-0.23341906070709229;-0.15896081924438477;-0.13228458166122437;-0.20570921897888184;-0.10668158531188965;0.2094147801399231;-0.2223871946334839;-0.18755602836608887;0.1218884065747261;-0.19697022438049316;-0.12151622772216797;-0.007612961810082197;-0.1761242151260376;-0.06850481033325195;-0.000291371310595423;-0.3213694095611572;-0.0941004753112793;posed_disgust
943;-0.2690638601779938;0.36867833137512207;-0.18808436393737793;-0.08653980493545532;0.33414965867996216;-0.10480666160583496;0.2905084490776062;0.33713269233703613;-0.2144005298614502;0.09011919796466827;0.3320764899253845;-0.11411833763122559;-0.22913679480552673;0.018437623977661133;-0.17889118194580078;0.21956080198287964;0.02325749397277832;-0.19006919860839844;-0.10468175262212753;0.05675852298736572;-0.14377045631408691;0.10592912137508392;0.05089139938354492;-0.15929341316223145;-0.1348682940006256;-0.07416343688964844;-0.1293795108795166;0.12276269495487213;-0.06928610801696777;-0.14700031280517578;-0.21621063351631165;-0.23340857028961182;-0.15903306007385254;-0.13242486119270325;-0.2055675983428955;-0.10675191879272461;0.20963290333747864;-0.2221851348876953;-0.18764686584472656;0.12141463160514832;-0.1967557668685913;-0.12120175361633301;-0.007742350455373526;-0.1758708953857422;-0.06853199005126953;-0.0003839838900603354;-0.3209657669067383;-0.0939939022064209;posed_disgust
944;-0.26901471614837646;0.36830389499664307;-0.18796825408935547;-0.08657830953598022;0.33413809537887573;-0.10480999946594238;0.2907518148422241;0.3367998003959656;-0.21464967727661133;0.09035663306713104;0.3317751884460449;-0.11415624618530273;-0.22897908091545105;0.018404006958007812;-0.17882466316223145;0.21984454989433289;0.022976040840148926;-0.1900310516357422;-0.10517853498458862;0.056609272956848145;-0.1444263458251953;0.10600561648607254;0.050641536712646484;-0.15922832489013672;-0.1350802630186081;-0.07427310943603516;-0.12959003448486328;0.12311278283596039;-0.06962323188781738;-0.14741301536560059;-0.2160247564315796;-0.23354792594909668;-0.15896224975585938;-0.13252460956573486;-0.2056140899658203;-0.10680246353149414;0.20920971035957336;-0.2224712371826172;-0.18742084503173828;0.12130148708820343;-0.19675374031066895;-0.12112903594970703;-0.007904356345534325;-0.17583167552947998;-0.06851053237915039;-0.000297702441457659;-0.32094359397888184;-0.09398031234741211;posed_disgust
945;-0.2685558497905731;0.3686176538467407;-0.18764472007751465;-0.08638088405132294;0.3344276547431946;-0.10479974746704102;0.2910228371620178;0.3367077708244324;-0.21497249603271484;0.09045009315013885;0.3320732116699219;-0.11418962478637695;-0.22894905507564545;0.018593132495880127;-0.17888808250427246;0.21980296075344086;0.023264288902282715;-0.19017386436462402;-0.10463213920593262;0.05706822872161865;-0.14393877983093262;0.10624488443136215;0.05086880922317505;-0.15976834297180176;-0.13468685746192932;-0.07382476329803467;-0.12921786308288574;0.12303148210048676;-0.069038987159729;-0.1473987102508545;-0.21522417664527893;-0.23309218883514404;-0.15825629234313965;-0.1318800002336502;-0.2051236629486084;-0.10647177696228027;0.20893767476081848;-0.2223728895187378;-0.18714356422424316;0.1217125952243805;-0.1962740421295166;-0.12137269973754883;-0.007621267344802618;-0.175123929977417;-0.06870126724243164;-0.00042857747757807374;-0.32038164138793945;-0.09383273124694824;posed_disgust
946;-0.26855024695396423;0.3675844073295593;-0.18743395805358887;-0.0864732563495636;0.3334798216819763;-0.10477542877197266;0.2908971905708313;0.33547836542129517;-0.21461701393127441;0.09044303745031357;0.3307252526283264;-0.1141510009765625;-0.22901473939418793;0.01732689142227173;-0.17841744422912598;0.2196299135684967;0.021970152854919434;-0.18941211700439453;-0.10476038604974747;0.05591624975204468;-0.14322447776794434;0.10585357248783112;0.04981815814971924;-0.15838313102722168;-0.13476897776126862;-0.07523953914642334;-0.1291961669921875;0.1228310614824295;-0.0705108642578125;-0.14695310592651367;-0.21384161710739136;-0.23519563674926758;-0.1581563949584961;-0.13166934251785278;-0.20733046531677246;-0.10638141632080078;0.20786631107330322;-0.22544455528259277;-0.18759942054748535;0.12144061923027039;-0.19800078868865967;-0.12127256393432617;-0.007421254646033049;-0.1757519245147705;-0.06861281394958496;-0.00011935789370909333;-0.32296204566955566;-0.09452700614929199;posed_disgust
947;-0.26808711886405945;0.36802464723587036;-0.1871323585510254;-0.08616151660680771;0.33392030000686646;-0.10475921630859375;0.29099366068840027;0.335781455039978;-0.21478605270385742;0.09065110236406326;0.33111220598220825;-0.11421847343444824;-0.22869698703289032;0.017907321453094482;-0.17853546142578125;0.2197318822145462;0.022392451763153076;-0.18966078758239746;-0.10449367016553879;0.05648338794708252;-0.14325881004333496;0.1060209572315216;0.05021858215332031;-0.15893936157226562;-0.1345178633928299;-0.07455193996429443;-0.12898898124694824;0.1229468286037445;-0.06998980045318604;-0.14715886116027832;-0.2135598063468933;-0.23433709144592285;-0.15761995315551758;-0.13145805895328522;-0.20659172534942627;-0.10626840591430664;0.2078881561756134;-0.22479605674743652;-0.1873340606689453;0.12152183055877686;-0.197379469871521;-0.12129759788513184;-0.007277305703610182;-0.17511749267578125;-0.06876420974731445;-1.0430405382066965e-05;-0.32216858863830566;-0.09430313110351562;posed_disgust
948;-0.26781725883483887;0.3682718276977539;-0.18695330619812012;-0.08595432341098785;0.33423560857772827;-0.10474944114685059;0.29112687706947327;0.33618754148483276;-0.21501731872558594;0.09081050753593445;0.33148032426834106;-0.1142721176147461;-0.22833150625228882;0.018251657485961914;-0.17854571342468262;0.22000135481357574;0.022814631462097168;-0.19000697135925293;-0.10417410731315613;0.05691760778427124;-0.14310455322265625;0.10630637407302856;0.050536930561065674;-0.15961837768554688;-0.13413967192173004;-0.07406747341156006;-0.12863540649414062;0.12326589226722717;-0.06962013244628906;-0.14762234687805176;-0.21308104693889618;-0.23377585411071777;-0.1570882797241211;-0.13104340434074402;-0.20609402656555176;-0.10605382919311523;0.20822463929653168;-0.2242717742919922;-0.1873939037322998;0.12186956405639648;-0.19691896438598633;-0.12150120735168457;-0.0069161090068519115;-0.17467761039733887;-0.06891632080078125;0.00040639605140313506;-0.3216135501861572;-0.09422135353088379;posed_disgust
949;-0.26666906476020813;0.367864727973938;-0.18590593338012695;-0.08491460978984833;0.33341753482818604;-0.10461163520812988;0.2905787527561188;0.336372971534729;-0.21436572074890137;0.0903814360499382;0.33148956298828125;-0.11415481567382812;-0.22796256840229034;0.01834207773208618;-0.17845582962036133;0.22005623579025269;0.02281641960144043;-0.19003057479858398;-0.1037563681602478;0.0572243332862854;-0.14269685745239258;0.10639574378728867;0.05077844858169556;-0.159898042678833;-0.13382083177566528;-0.07375705242156982;-0.12833023071289062;0.12348227947950363;-0.06919443607330322;-0.14798688888549805;-0.21234367787837982;-0.2335292100906372;-0.15650367736816406;-0.13030540943145752;-0.20551013946533203;-0.10567402839660645;0.20784398913383484;-0.2246391773223877;-0.18722748756408691;0.12194595485925674;-0.19659209251403809;-0.1215362548828125;-0.006735683884471655;-0.17428112030029297;-0.06902742385864258;0.0007622097036801279;-0.3219413757324219;-0.09440803527832031;posed_disgust
950;-0.2646999657154083;0.3666191101074219;-0.18410754203796387;-0.08392474800348282;0.3320668935775757;-0.10445928573608398;0.28932806849479675;0.3355545997619629;-0.2126758098602295;0.08948200196027756;0.33072608709335327;-0.11395549774169922;-0.2275800257921219;0.0181046724319458;-0.17823338508605957;0.21937748789787292;0.022777140140533447;-0.18974757194519043;-0.10353712737560272;0.05703294277191162;-0.14220285415649414;0.10616973787546158;0.050782740116119385;-0.15958714485168457;-0.13340242207050323;-0.07356846332550049;-0.12791228294372559;0.12317737936973572;-0.06896436214447021;-0.14760923385620117;-0.21131663024425507;-0.23402893543243408;-0.15600943565368652;-0.1302364468574524;-0.2061443328857422;-0.10564422607421875;0.20657776296138763;-0.22526097297668457;-0.18642711639404297;0.12173543870449066;-0.19679486751556396;-0.12140989303588867;-0.00655091879889369;-0.1741485595703125;-0.06908631324768066;0.000712288951035589;-0.3226698637008667;-0.09459662437438965;posed_disgust
951;-0.2606762647628784;0.3642462491989136;-0.18050122261047363;-0.08187784254550934;0.33058828115463257;-0.10419321060180664;0.287536084651947;0.334617555141449;-0.21057796478271484;0.08855105936527252;0.32991355657577515;-0.11375713348388672;-0.2268608659505844;0.018660426139831543;-0.178206205368042;0.21880841255187988;0.023043334484100342;-0.18970656394958496;-0.103336401283741;0.05748671293258667;-0.14224982261657715;0.10595427453517914;0.05118691921234131;-0.15955162048339844;-0.13322968780994415;-0.07304167747497559;-0.12777447700500488;0.12241507321596146;-0.06780064105987549;-0.14676356315612793;-0.21003983914852142;-0.23385560512542725;-0.15509319305419922;-0.13000524044036865;-0.20589160919189453;-0.10552477836608887;0.20557931065559387;-0.22584235668182373;-0.18588542938232422;0.12133046984672546;-0.19668865203857422;-0.12114429473876953;-0.006718787830322981;-0.1734929084777832;-0.06918668746948242;0.0008675460121594369;-0.3236231803894043;-0.09490466117858887;posed_disgust
952;-0.2565818130970001;0.3618069887161255;-0.17682766914367676;-0.07953440397977829;0.32885152101516724;-0.10388660430908203;0.28373169898986816;0.33352452516555786;-0.2070331573486328;0.08616172522306442;0.3280414342880249;-0.11325526237487793;-0.22715112566947937;0.018953323364257812;-0.17841863632202148;0.2187461405992508;0.023773193359375;-0.19008159637451172;-0.1030879020690918;0.05846130847930908;-0.14263606071472168;0.105589359998703;0.0525166392326355;-0.15996670722961426;-0.1328866332769394;-0.07155346870422363;-0.12763714790344238;0.12160810083150864;-0.06574654579162598;-0.14600300788879395;-0.2096947729587555;-0.23364770412445068;-0.1547846794128418;-0.12962645292282104;-0.205092191696167;-0.10532593727111816;0.2041531503200531;-0.22628247737884521;-0.18494606018066406;0.12110711634159088;-0.19546008110046387;-0.12094855308532715;-0.006747815292328596;-0.17167091369628906;-0.06954383850097656;0.0005704876384697855;-0.3257567882537842;-0.09539055824279785;posed_disgust
953;-0.24421830475330353;0.3554467558860779;-0.1677265167236328;-0.07145501673221588;0.32201534509658813;-0.1031031608581543;0.269265353679657;0.3276327848434448;-0.1949007511138916;0.07661759853363037;0.32103174924850464;-0.11162257194519043;-0.2259732186794281;0.020255625247955322;-0.17852568626403809;0.21915601193904877;0.024330317974090576;-0.19051837921142578;-0.10169720649719238;0.0611262321472168;-0.14258170127868652;0.10626497864723206;0.0554470419883728;-0.16231846809387207;-0.12949758768081665;-0.06575334072113037;-0.12544965744018555;0.12032663822174072;-0.0585627555847168;-0.14544081687927246;-0.20703065395355225;-0.23289132118225098;-0.1527233123779297;-0.12944859266281128;-0.20274221897125244;-0.10521841049194336;0.20155222713947296;-0.226973295211792;-0.18318605422973633;0.1216476634144783;-0.19283556938171387;-0.12118220329284668;-0.006246745120733976;-0.16943025588989258;-0.07007837295532227;0.0003312159678898752;-0.3347299098968506;-0.09775328636169434;posed_disgust
