Frame;CL7_x;CL7_y;CL7_z;BL7_x;BL7_y;BL7_z;CR7_x;CR7_y;CR7_z;BR7_x;BR7_y;BR7_z;A8_x;A8_y;A8_z;A7_x;A7_y;A7_z;BL5_x;BL5_y;BL5_z;BR5_x;BR5_y;BR5_z;CL4_x;CL4_y;CL4_z;BL4_x;BL4_y;BL4_z;CR4_x;CR4_y;CR4_z;BR4_x;BR4_y;BR4_z;DL2_x;DL2_y;DL2_z;BL2_x;BL2_y;BL2_z;DR2_x;DR2_y;DR2_z;BR2_x;BR2_y;BR2_z;Stimulustype
813;-0.18948976695537567;-0.2221924066543579;-0.1163175106048584;-0.1162327229976654;-0.1944730281829834;-0.07077550888061523;0.171908900141716;-0.2088782787322998;-0.12294626235961914;0.10474608838558197;-0.18308985233306885;-0.07587289810180664;0.0009421557188034058;-0.29140591621398926;-0.04752397537231445;-0.007567636668682098;-0.16409528255462646;-0.03851747512817383;-0.12648484110832214;-0.0888594388961792;-0.11049628257751465;0.10345235466957092;-0.08291006088256836;-0.11601543426513672;-0.2025040239095688;-0.00984656810760498;-0.14974737167358398;-0.09318961948156357;0.023910880088806152;-0.12237858772277832;0.18688063323497772;-0.00916147232055664;-0.16420269012451172;0.08802248537540436;0.018817543983459473;-0.14029908180236816;-0.2381420135498047;0.2815678119659424;-0.19468259811401367;-0.08197341114282608;0.2633126378059387;-0.12451839447021484;0.243184894323349;0.251908540725708;-0.21837282180786133;0.0736132562160492;0.26149606704711914;-0.1336660385131836;posed_neutral
814;-0.1888851821422577;-0.22225868701934814;-0.11595392227172852;-0.11564800143241882;-0.19460618495941162;-0.07045888900756836;0.1724112182855606;-0.2092980146408081;-0.12342023849487305;0.1052640825510025;-0.18348324298858643;-0.07618522644042969;0.0014677532017230988;-0.2916877269744873;-0.047669172286987305;-0.007018812000751495;-0.16438603401184082;-0.03849315643310547;-0.12590724229812622;-0.08905565738677979;-0.11024260520935059;0.10389062762260437;-0.08323466777801514;-0.11606431007385254;-0.2018776834011078;-0.010043501853942871;-0.14945673942565918;-0.09257189929485321;0.023860692977905273;-0.12142801284790039;0.18737675249576569;-0.009458541870117188;-0.1641831398010254;0.08856785297393799;0.018321871757507324;-0.14084649085998535;-0.23746700584888458;0.2813236713409424;-0.19409799575805664;-0.08136137574911118;0.2629011869430542;-0.12448358535766602;0.24375185370445251;0.251425564289093;-0.2188093662261963;0.07420117408037186;0.2610126733779907;-0.1339130401611328;posed_neutral
815;-0.18974696099758148;-0.22316443920135498;-0.11686825752258301;-0.11662314832210541;-0.19511353969573975;-0.07091426849365234;0.17070221900939941;-0.20919382572174072;-0.12207961082458496;0.10399223864078522;-0.18314087390899658;-0.07545733451843262;2.0451843738555908e-05;-0.29118573665618896;-0.04729819297790527;-0.00826156884431839;-0.16427111625671387;-0.03836536407470703;-0.1267174780368805;-0.0891263484954834;-0.11046147346496582;0.10273244976997375;-0.08293735980987549;-0.1156930923461914;-0.20311765372753143;-0.01019144058227539;-0.14975619316101074;-0.09381043910980225;0.023398876190185547;-0.1229391098022461;0.18617065250873566;-0.009131550788879395;-0.1640012264251709;0.08728519082069397;0.019044160842895508;-0.1392383575439453;-0.2391732782125473;0.2810119390487671;-0.1952986717224121;-0.08322181552648544;0.2634960412979126;-0.1247098445892334;0.24242234230041504;0.2520127296447754;-0.2176353931427002;0.07301661372184753;0.2613028287887573;-0.13354921340942383;posed_neutral
816;-0.18967199325561523;-0.22359049320220947;-0.1169881820678711;-0.1163715049624443;-0.1948246955871582;-0.07081270217895508;0.17105941474437714;-0.20924437046051025;-0.12236571311950684;0.10433989763259888;-0.18307507038116455;-0.07564711570739746;0.00038851797580718994;-0.29106342792510986;-0.047365427017211914;-0.007940202951431274;-0.16402316093444824;-0.03849220275878906;-0.1268993765115738;-0.08900463581085205;-0.110565185546875;0.10301679372787476;-0.0828244686126709;-0.11586403846740723;-0.20282182097434998;-0.010084271430969238;-0.14972162246704102;-0.09355829656124115;0.023585915565490723;-0.1226968765258789;0.18637646734714508;-0.009098410606384277;-0.16408324241638184;0.0873962938785553;0.01903712749481201;-0.1394181251525879;-0.23863516747951508;0.2812917232513428;-0.1949748992919922;-0.08241897821426392;0.26371467113494873;-0.12452816963195801;0.24247229099273682;0.2520682215690613;-0.21770000457763672;0.0731561928987503;0.2614598274230957;-0.13355469703674316;posed_neutral
817;-0.18882976472377777;-0.22357094287872314;-0.11643791198730469;-0.11594097316265106;-0.19507575035095215;-0.07056403160095215;0.17087402939796448;-0.20947027206420898;-0.1222686767578125;0.10428960621356964;-0.18328094482421875;-0.07563257217407227;0.0006136372685432434;-0.29112493991851807;-0.04742169380187988;-0.007410716265439987;-0.16406404972076416;-0.038549184799194336;-0.12616536021232605;-0.0891038179397583;-0.11030125617980957;0.10327644646167755;-0.08295667171478271;-0.11591911315917969;-0.20251215994358063;-0.010184168815612793;-0.14957618713378906;-0.09332047402858734;0.023539066314697266;-0.12230944633483887;0.18639594316482544;-0.009300827980041504;-0.16397309303283691;0.08767706155776978;0.01880478858947754;-0.13971638679504395;-0.238539457321167;0.2810920476913452;-0.19484925270080566;-0.08233489096164703;0.26354914903640747;-0.12453985214233398;0.24259665608406067;0.2518216371536255;-0.2177574634552002;0.07339614629745483;0.2613636255264282;-0.1336357593536377;posed_neutral
818;-0.18929585814476013;-0.22381150722503662;-0.11683368682861328;-0.11587298661470413;-0.1948767900466919;-0.07054877281188965;0.1712317019701004;-0.20968353748321533;-0.1225881576538086;0.10454374551773071;-0.18316805362701416;-0.07576656341552734;0.00030419230461120605;-0.2910200357437134;-0.04734206199645996;-0.007931787520647049;-0.1639343500137329;-0.03852343559265137;-0.12654343247413635;-0.08910298347473145;-0.11041736602783203;0.10306611657142639;-0.08289015293121338;-0.11585760116577148;-0.20258256793022156;-0.010242581367492676;-0.1495680809020996;-0.09347055852413177;0.023575425148010254;-0.1225583553314209;0.18635377287864685;-0.009222149848937988;-0.16400551795959473;0.08778321743011475;0.018860816955566406;-0.13993334770202637;-0.2384079247713089;0.28111743927001953;-0.19475841522216797;-0.08268577605485916;0.26352494955062866;-0.12459945678710938;0.24249902367591858;0.2519615888595581;-0.217698335647583;0.07315473258495331;0.261447012424469;-0.13355708122253418;posed_neutral
819;-0.18894600868225098;-0.22448718547821045;-0.11687612533569336;-0.1156209260225296;-0.19519484043121338;-0.07038617134094238;0.17107640206813812;-0.20983541011810303;-0.12249994277954102;0.10438519716262817;-0.18336880207061768;-0.07569217681884766;0.0008726492524147034;-0.291324257850647;-0.047499656677246094;-0.007529508322477341;-0.16405785083770752;-0.038535118103027344;-0.12606780230998993;-0.08927464485168457;-0.11020350456237793;0.10311359167098999;-0.08316397666931152;-0.11576032638549805;-0.2024620920419693;-0.01038670539855957;-0.14945697784423828;-0.09332070499658585;0.02350902557373047;-0.12228846549987793;0.18641629815101624;-0.00934755802154541;-0.16395235061645508;0.08743880689144135;0.018709421157836914;-0.1392507553100586;-0.2385847419500351;0.2809845209121704;-0.1948535442352295;-0.08243589848279953;0.2633073925971985;-0.12459278106689453;0.24276456236839294;0.2515532970428467;-0.21785187721252441;0.07329453527927399;0.2612525224685669;-0.13363122940063477;posed_neutral
820;-0.18834587931632996;-0.22421956062316895;-0.11638307571411133;-0.11532728374004364;-0.19526183605194092;-0.07022690773010254;0.17157216370105743;-0.2099851369857788;-0.12291336059570312;0.10505299270153046;-0.18345308303833008;-0.07606720924377441;0.0012679100036621094;-0.2913268804550171;-0.047586679458618164;-0.006999488919973373;-0.1639575958251953;-0.038640499114990234;-0.12594211101531982;-0.089241623878479;-0.11017870903015137;0.10352742671966553;-0.08302009105682373;-0.11599993705749512;-0.20214535295963287;-0.010487914085388184;-0.1493089199066162;-0.092760369181633;0.023714184761047363;-0.12160158157348633;0.18676504492759705;-0.009308815002441406;-0.16408181190490723;0.08795899152755737;0.018623709678649902;-0.14005327224731445;-0.23833376169204712;0.28067922592163086;-0.19458508491516113;-0.08229639381170273;0.2630782723426819;-0.12460565567016602;0.24289125204086304;0.25193631649017334;-0.21808528900146484;0.07366301119327545;0.2613680362701416;-0.13370394706726074;posed_neutral
821;-0.1878855973482132;-0.2240128517150879;-0.11600470542907715;-0.11487123370170593;-0.19517624378204346;-0.06999874114990234;0.17202967405319214;-0.2103900909423828;-0.12334942817687988;0.10550135374069214;-0.183738112449646;-0.07633352279663086;0.0016226619482040405;-0.29146039485931396;-0.047678470611572266;-0.006556455045938492;-0.16406214237213135;-0.03866410255432129;-0.12537655234336853;-0.08918321132659912;-0.11002945899963379;0.10405053198337555;-0.08324825763702393;-0.11612796783447266;-0.20153608918190002;-0.010387063026428223;-0.14917635917663574;-0.09211830794811249;0.02392292022705078;-0.12080049514770508;0.18736082315444946;-0.00957798957824707;-0.1641099452972412;0.08858197927474976;0.018227815628051758;-0.14080142974853516;-0.23745346069335938;0.2808770537376404;-0.19396638870239258;-0.08153203129768372;0.26304352283477783;-0.12448954582214355;0.24374881386756897;0.2514672875404358;-0.21881771087646484;0.0744490921497345;0.26114898920059204;-0.13394975662231445;posed_neutral
822;-0.1875150352716446;-0.22433686256408691;-0.11589384078979492;-0.11473536491394043;-0.19544613361358643;-0.0699009895324707;0.17203141748905182;-0.21085548400878906;-0.12344670295715332;0.10559745132923126;-0.1840890645980835;-0.07641005516052246;0.0015998110175132751;-0.29169344902038574;-0.047698974609375;-0.006434358656406403;-0.16434526443481445;-0.03858470916748047;-0.1250470131635666;-0.08935821056365967;-0.10985875129699707;0.10432879626750946;-0.08352577686309814;-0.11612796783447266;-0.20141147077083588;-0.010580778121948242;-0.14903903007507324;-0.09199482202529907;0.02384209632873535;-0.1205604076385498;0.18759939074516296;-0.009888052940368652;-0.16400432586669922;0.08872121572494507;0.018039703369140625;-0.14089608192443848;-0.23714914917945862;0.2808470129966736;-0.1937236785888672;-0.08141643553972244;0.26316577196121216;-0.12445235252380371;0.24397137761116028;0.25132036209106445;-0.21900105476379395;0.07444451004266739;0.2608898878097534;-0.13399958610534668;posed_neutral
823;-0.18724241852760315;-0.22394335269927979;-0.11556243896484375;-0.11447969824075699;-0.19523465633392334;-0.06978940963745117;0.17225396633148193;-0.2105712890625;-0.12355995178222656;0.10583356022834778;-0.1837916374206543;-0.07652044296264648;0.0019315741956233978;-0.29128825664520264;-0.04772782325744629;-0.006380699574947357;-0.16398227214813232;-0.03871464729309082;-0.12481752038002014;-0.08904016017913818;-0.10991573333740234;0.10443258285522461;-0.08332240581512451;-0.11625981330871582;-0.2010313868522644;-0.010259747505187988;-0.14908862113952637;-0.09175018966197968;0.024091005325317383;-0.1203765869140625;0.18750955164432526;-0.00956261157989502;-0.16416406631469727;0.08903950452804565;0.018125414848327637;-0.14148759841918945;-0.23723003268241882;0.2810361385345459;-0.19383811950683594;-0.08118387311697006;0.26333844661712646;-0.1243894100189209;0.2440747320652008;0.251440167427063;-0.21913814544677734;0.07463981956243515;0.26120316982269287;-0.1339890956878662;posed_neutral
824;-0.18735435605049133;-0.2240513563156128;-0.1156775951385498;-0.11457955837249756;-0.19513261318206787;-0.06985116004943848;0.1721813678741455;-0.2107003927230835;-0.12353062629699707;0.10581541061401367;-0.18393731117248535;-0.07652044296264648;0.0018849223852157593;-0.291454553604126;-0.04773569107055664;-0.006308607757091522;-0.16405880451202393;-0.038698434829711914;-0.124751016497612;-0.08903419971466064;-0.10989785194396973;0.1043449193239212;-0.08335065841674805;-0.1162106990814209;-0.2010841816663742;-0.010346055030822754;-0.14906048774719238;-0.09178068488836288;0.023946166038513184;-0.12031793594360352;0.18742863833904266;-0.009546637535095215;-0.16414856910705566;0.08909112215042114;0.018065929412841797;-0.14152979850769043;-0.23717275261878967;0.281052827835083;-0.19379806518554688;-0.08124229311943054;0.2631906270980835;-0.1244206428527832;0.24398356676101685;0.251481294631958;-0.21905755996704102;0.07451893389225006;0.26117104291915894;-0.13396382331848145;posed_neutral
825;-0.18759480118751526;-0.22393310070037842;-0.11578512191772461;-0.11457569897174835;-0.19505763053894043;-0.06985664367675781;0.17215169966220856;-0.21056628227233887;-0.12347984313964844;0.1059132069349289;-0.18382489681243896;-0.07656645774841309;0.0019425302743911743;-0.29134392738342285;-0.04773592948913574;-0.00592629611492157;-0.16389262676239014;-0.03880572319030762;-0.1248437762260437;-0.08894884586334229;-0.10995984077453613;0.1044355034828186;-0.08328545093536377;-0.11627769470214844;-0.20110489428043365;-0.010268092155456543;-0.14910650253295898;-0.09171970188617706;0.024153947830200195;-0.1203758716583252;0.1874047964811325;-0.009450554847717285;-0.16419625282287598;0.08907029032707214;0.018175244331359863;-0.14157509803771973;-0.2371220588684082;0.2811833620071411;-0.19379472732543945;-0.08114355057477951;0.2634255886077881;-0.12436938285827637;0.24389103055000305;0.2517038583755493;-0.2190258502960205;0.074508897960186;0.2613276243209839;-0.13393020629882812;posed_neutral
826;-0.18792134523391724;-0.22407221794128418;-0.11605095863342285;-0.11462405323982239;-0.19528138637542725;-0.06985998153686523;0.17208914458751678;-0.21055901050567627;-0.12343001365661621;0.1059013307094574;-0.18390119075775146;-0.07656526565551758;0.0017499029636383057;-0.29147589206695557;-0.04770827293395996;-0.006100684404373169;-0.16398918628692627;-0.03874969482421875;-0.12512511014938354;-0.08909225463867188;-0.10998892784118652;0.10436975955963135;-0.08338499069213867;-0.11620640754699707;-0.20122306048870087;-0.010376334190368652;-0.14908695220947266;-0.09178155660629272;0.02402031421661377;-0.12037229537963867;0.18760304152965546;-0.009412169456481934;-0.16427946090698242;0.08892892301082611;0.018190383911132812;-0.14135050773620605;-0.23725247383117676;0.2810807228088379;-0.19386720657348633;-0.08149199187755585;0.2634173631668091;-0.12442588806152344;0.24392098188400269;0.2514186501502991;-0.2189772129058838;0.07435424625873566;0.26130497455596924;-0.1338953971862793;posed_neutral
827;-0.18800851702690125;-0.22390389442443848;-0.11604022979736328;-0.11471004784107208;-0.19510459899902344;-0.06992220878601074;0.17229238152503967;-0.21047377586364746;-0.12356996536254883;0.10597433149814606;-0.18377554416656494;-0.07659697532653809;0.0017425566911697388;-0.29142045974731445;-0.047701120376586914;-0.006148956716060638;-0.16390490531921387;-0.038771867752075195;-0.1250298023223877;-0.08902978897094727;-0.1099851131439209;0.10444551706314087;-0.08331060409545898;-0.11627078056335449;-0.20120269060134888;-0.010303497314453125;-0.14911842346191406;-0.091877281665802;0.024024486541748047;-0.12051677703857422;0.18758873641490936;-0.009485602378845215;-0.16423296928405762;0.08890396356582642;0.0182725191116333;-0.14136838912963867;-0.23708420991897583;0.2812535762786865;-0.1937847137451172;-0.0813075602054596;0.26343750953674316;-0.12439393997192383;0.2440163791179657;0.25148075819015503;-0.21909022331237793;0.07444741576910019;0.26131075620651245;-0.13391804695129395;posed_neutral
828;-0.18827223777770996;-0.22378456592559814;-0.11616349220275879;-0.11482363194227219;-0.19490206241607666;-0.07000088691711426;0.17230243980884552;-0.21034622192382812;-0.1235513687133789;0.1058221161365509;-0.18381547927856445;-0.07651591300964355;0.0014365613460540771;-0.2912532091140747;-0.04761505126953125;-0.006374776363372803;-0.16385114192962646;-0.03875994682312012;-0.12528863549232483;-0.08910691738128662;-0.11003351211547852;0.10444828867912292;-0.08335626125335693;-0.11625266075134277;-0.20130465924739838;-0.010288000106811523;-0.14915728569030762;-0.09186364710330963;0.024096965789794922;-0.12054872512817383;0.1875307559967041;-0.00955212116241455;-0.16417670249938965;0.0889945775270462;0.018228888511657715;-0.14148759841918945;-0.23705746233463287;0.28119105100631714;-0.19374656677246094;-0.08134371042251587;0.26331400871276855;-0.12441825866699219;0.24393591284751892;0.2514944076538086;-0.21901321411132812;0.0744800791144371;0.26128947734832764;-0.13393020629882812;posed_neutral
829;-0.1885112076997757;-0.22204053401947021;-0.11562633514404297;-0.1151418685913086;-0.19356882572174072;-0.07029891014099121;0.17265480756759644;-0.2087634801864624;-0.12349939346313477;0.10594479739665985;-0.18225622177124023;-0.0764775276184082;0.0011064037680625916;-0.28970134258270264;-0.04736447334289551;-0.006595514714717865;-0.16255509853363037;-0.0391690731048584;-0.12522897124290466;-0.08762681484222412;-0.11060500144958496;0.10431672632694244;-0.08196640014648438;-0.11679267883300781;-0.20125062763690948;-0.008958220481872559;-0.14980649948120117;-0.09200868010520935;0.025271058082580566;-0.12160420417785645;0.18760862946510315;-0.008506178855895996;-0.16480255126953125;0.0889129489660263;0.01940333843231201;-0.14220309257507324;-0.2369653582572937;0.2828150987625122;-0.19411826133728027;-0.08095518499612808;0.264819860458374;-0.12412786483764648;0.24394071102142334;0.25264519453048706;-0.21933531761169434;0.07473741471767426;0.26264846324920654;-0.13381099700927734;posed_neutral
830;-0.18884678184986115;-0.22118401527404785;-0.11550283432006836;-0.11556176096200943;-0.1930750608444214;-0.07056546211242676;0.17239607870578766;-0.20838189125061035;-0.12322068214416504;0.10581466555595398;-0.1821357011795044;-0.07639789581298828;0.0007889121770858765;-0.28953611850738525;-0.047269582748413086;-0.00681806355714798;-0.16211187839508057;-0.039288997650146484;-0.12532086670398712;-0.08752632141113281;-0.11067366600036621;0.10443861782550812;-0.08172214031219482;-0.11695003509521484;-0.20134514570236206;-0.008634686470031738;-0.1499943733215332;-0.09194624423980713;0.025627076625823975;-0.12176656723022461;0.18756219744682312;-0.008025050163269043;-0.16506552696228027;0.08888848125934601;0.019767165184020996;-0.1424267292022705;-0.23700250685214996;0.28313249349594116;-0.19423294067382812;-0.08096245676279068;0.2652331590652466;-0.12406611442565918;0.2440834939479828;0.25273942947387695;-0.21950554847717285;0.07460334897041321;0.26308512687683105;-0.1338491439819336;posed_neutral
831;-0.1889314353466034;-0.22186601161956787;-0.11582803726196289;-0.11563557386398315;-0.19364261627197266;-0.07054758071899414;0.17232175171375275;-0.20889532566070557;-0.12326884269714355;0.10573042929172516;-0.18267595767974854;-0.07638812065124512;0.0007202252745628357;-0.29010558128356934;-0.04733443260192871;-0.006902720779180527;-0.16263484954833984;-0.03910088539123535;-0.12540322542190552;-0.08804309368133545;-0.11049270629882812;0.10431788861751556;-0.08217215538024902;-0.11670470237731934;-0.20143169164657593;-0.00914621353149414;-0.14977145195007324;-0.09205193817615509;0.025101900100708008;-0.12154674530029297;0.1874469518661499;-0.008453369140625;-0.16478371620178223;0.08876912295818329;0.019362568855285645;-0.14193487167358398;-0.23716945946216583;0.2825484871864319;-0.19420242309570312;-0.08112877607345581;0.26459044218063354;-0.1241903305053711;0.24393203854560852;0.2522973418235779;-0.21923136711120605;0.07445269823074341;0.26252102851867676;-0.13373732566833496;posed_neutral
832;-0.18885566294193268;-0.22210681438446045;-0.1158745288848877;-0.11554455012083054;-0.1941380500793457;-0.07045125961303711;0.17283065617084503;-0.20917069911956787;-0.1237180233001709;0.10615469515323639;-0.18307971954345703;-0.07664918899536133;0.0008141845464706421;-0.2904543876647949;-0.04739260673522949;-0.006680630147457123;-0.16335654258728027;-0.03888678550720215;-0.12537288665771484;-0.08823943138122559;-0.11040449142456055;0.10449391603469849;-0.0826864242553711;-0.11655998229980469;-0.2012108862400055;-0.009379029273986816;-0.14958834648132324;-0.09192012250423431;0.02460002899169922;-0.12099289894104004;0.18790853023529053;-0.00871419906616211;-0.16477489471435547;0.0892554521560669;0.018640995025634766;-0.14222002029418945;-0.23711331188678741;0.2821701765060425;-0.19405627250671387;-0.0809687077999115;0.2644183039665222;-0.1241912841796875;0.24400803446769714;0.25239598751068115;-0.21933507919311523;0.07469745725393295;0.262185275554657;-0.13381075859069824;posed_neutral
833;-0.18890643119812012;-0.22213435173034668;-0.11591792106628418;-0.11567548662424088;-0.19419479370117188;-0.07051372528076172;0.17315475642681122;-0.2092036008834839;-0.12397480010986328;0.10655263066291809;-0.18284308910369873;-0.07685279846191406;0.0011033937335014343;-0.290157675743103;-0.0474238395690918;-0.006335854530334473;-0.1629340648651123;-0.039075374603271484;-0.12504011392593384;-0.08813798427581787;-0.11034369468688965;0.10453227162361145;-0.08239245414733887;-0.11670255661010742;-0.20117616653442383;-0.009265542030334473;-0.14963221549987793;-0.09194068610668182;0.024773001670837402;-0.12114691734313965;0.18781638145446777;-0.008796930313110352;-0.16469907760620117;0.08910855650901794;0.018945813179016113;-0.1421966552734375;-0.2367178201675415;0.28247714042663574;-0.19383454322814941;-0.08084242045879364;0.26450324058532715;-0.12415766716003418;0.2441343367099762;0.2523021101951599;-0.219435453414917;0.07475873082876205;0.2621936798095703;-0.13382482528686523;posed_neutral
834;-0.18930810689926147;-0.22359538078308105;-0.11675596237182617;-0.11599935591220856;-0.1954745054244995;-0.07055497169494629;0.17285074293613434;-0.21029198169708252;-0.12396359443664551;0.10624372959136963;-0.18405187129974365;-0.07676410675048828;0.0008096843957901001;-0.2914043664932251;-0.04749464988708496;-0.006648074835538864;-0.16412818431854248;-0.038630008697509766;-0.12536929547786713;-0.08926057815551758;-0.10999655723571777;0.10421696305274963;-0.08340764045715332;-0.11613059043884277;-0.20153295993804932;-0.010332226753234863;-0.14920377731323242;-0.09228426963090897;0.023606300354003906;-0.1208198070526123;0.1874820590019226;-0.009740114212036133;-0.16405344009399414;0.08877091109752655;0.018091917037963867;-0.14101672172546387;-0.23719564080238342;0.28133147954940796;-0.1938917636871338;-0.0812213197350502;0.2631598114967346;-0.12442231178283691;0.2438298761844635;0.25137025117874146;-0.2188727855682373;0.07447406649589539;0.26092028617858887;-0.1340014934539795;posed_neutral
835;-0.1896173059940338;-0.2238098382949829;-0.11704015731811523;-0.11616239696741104;-0.19566404819488525;-0.07062053680419922;0.17283743619918823;-0.21048176288604736;-0.1239924430847168;0.10618466138839722;-0.18438470363616943;-0.07675409317016602;0.0006853416562080383;-0.29169631004333496;-0.04749917984008789;-0.00682419165968895;-0.1645137071609497;-0.03847551345825195;-0.12556031346321106;-0.08953547477722168;-0.10994482040405273;0.10438123345375061;-0.08369064331054688;-0.11607980728149414;-0.20152916014194489;-0.010296106338500977;-0.14922046661376953;-0.09195190668106079;0.0236586332321167;-0.12036561965942383;0.18757833540439606;-0.009743928909301758;-0.16408085823059082;0.08881717920303345;0.01807582378387451;-0.1410820484161377;-0.2373027801513672;0.2811351418495178;-0.19392061233520508;-0.08123669028282166;0.2630782723426819;-0.12443661689758301;0.24389755725860596;0.2512812614440918;-0.2189159393310547;0.07463981956243515;0.26102423667907715;-0.13402414321899414;posed_neutral
836;-0.18946757912635803;-0.2236328125;-0.11687350273132324;-0.11587455123662949;-0.19536113739013672;-0.07050132751464844;0.17281809449195862;-0.21035075187683105;-0.12395048141479492;0.10638844966888428;-0.18404150009155273;-0.07684326171875;0.0010081268846988678;-0.2915605306625366;-0.047554731369018555;-0.006358146667480469;-0.16405832767486572;-0.03869199752807617;-0.1252962052822113;-0.08926808834075928;-0.10997128486633301;0.10457311570644379;-0.08357667922973633;-0.1162114143371582;-0.201409712433815;-0.010226249694824219;-0.14922046661376953;-0.09208016097545624;0.023756027221679688;-0.12062478065490723;0.18763591349124908;-0.009635329246520996;-0.16416120529174805;0.08913388848304749;0.018030524253845215;-0.14157533645629883;-0.23715627193450928;0.2814292907714844;-0.19388818740844727;-0.0812855064868927;0.26317083835601807;-0.12443065643310547;0.24404680728912354;0.25135189294815063;-0.2190854549407959;0.07464495301246643;0.26113712787628174;-0.1340029239654541;posed_neutral
837;-0.18820251524448395;-0.223488450050354;-0.11600089073181152;-0.11486178636550903;-0.19531047344207764;-0.06998014450073242;0.17395752668380737;-0.210554838180542;-0.12488317489624023;0.107352614402771;-0.18410897254943848;-0.07737970352172852;0.001744188368320465;-0.29169535636901855;-0.04773092269897461;-0.005441844463348389;-0.1639021635055542;-0.03886771202087402;-0.12422828376293182;-0.08900320529937744;-0.10962986946105957;0.10509471595287323;-0.08348512649536133;-0.11647534370422363;-0.20046311616897583;-0.010115742683410645;-0.14898991584777832;-0.09110353887081146;0.02418041229248047;-0.11948275566101074;0.1886644959449768;-0.009569883346557617;-0.16451430320739746;0.08979904651641846;0.01788043975830078;-0.14255785942077637;-0.2360021471977234;0.28175681829452515;-0.19308781623840332;-0.08035147190093994;0.2635970711708069;-0.12421774864196777;0.2447507381439209;0.25129419565200806;-0.21977710723876953;0.07562650740146637;0.26125311851501465;-0.13431859016418457;posed_neutral
838;-0.1884763538837433;-0.2235041856765747;-0.11618375778198242;-0.11504961550235748;-0.19505178928375244;-0.07010364532470703;0.17351162433624268;-0.2103501558303833;-0.12448573112487793;0.10697934031486511;-0.18394100666046143;-0.07716250419616699;0.0014617890119552612;-0.29147160053253174;-0.047644853591918945;-0.00563359260559082;-0.16377854347229004;-0.03888392448425293;-0.12483751773834229;-0.08902561664581299;-0.10992765426635742;0.10485945641994476;-0.08324432373046875;-0.11647725105285645;-0.20084328949451447;-0.010003447532653809;-0.14916300773620605;-0.09136597067117691;0.024205923080444336;-0.11988949775695801;0.18811000883579254;-0.009613990783691406;-0.16431903839111328;0.0894206166267395;0.018097758293151855;-0.14210057258605957;-0.23645706474781036;0.28171205520629883;-0.19342660903930664;-0.0805152878165245;0.2637763023376465;-0.12421703338623047;0.2444787621498108;0.2516242265701294;-0.21959471702575684;0.07542362809181213;0.26144272089004517;-0.1342024803161621;posed_neutral
839;-0.18902893364429474;-0.2237609624862671;-0.11664128303527832;-0.11560368537902832;-0.19523119926452637;-0.0703732967376709;0.17299707233905792;-0.21016693115234375;-0.12405014038085938;0.10644544661045074;-0.18384230136871338;-0.07686114311218262;0.0009624920785427094;-0.29147636890411377;-0.04753565788269043;-0.006188102066516876;-0.1638035774230957;-0.038800954818725586;-0.12541882693767548;-0.08914005756378174;-0.11005973815917969;0.10430161654949188;-0.08317482471466064;-0.11626744270324707;-0.2014518678188324;-0.010123610496520996;-0.14928603172302246;-0.09201157093048096;0.023933053016662598;-0.12065005302429199;0.18753372132778168;-0.009546518325805664;-0.16418147087097168;0.08881260454654694;0.01834261417388916;-0.1412677764892578;-0.23721745610237122;0.2815357446670532;-0.19396400451660156;-0.08124101161956787;0.2637172341346741;-0.12434077262878418;0.24379673600196838;0.251845121383667;-0.21897029876708984;0.07472951710224152;0.26150888204574585;-0.13395166397094727;posed_neutral
840;-0.18899381160736084;-0.2240971326828003;-0.11675190925598145;-0.11580800265073776;-0.19564485549926758;-0.07043862342834473;0.1726529449224472;-0.21049880981445312;-0.12385344505310059;0.10626175999641418;-0.1841212511062622;-0.07677912712097168;0.0008465684950351715;-0.29174959659576416;-0.04754018783569336;-0.006510406732559204;-0.1641634702682495;-0.03863644599914551;-0.12571415305137634;-0.0894848108291626;-0.11001229286193848;0.10408087074756622;-0.08344364166259766;-0.11605668067932129;-0.20160327851772308;-0.010431051254272461;-0.14917397499084473;-0.09225933253765106;0.023641109466552734;-0.12080812454223633;0.18756933510303497;-0.009775996208190918;-0.16405963897705078;0.08860582113265991;0.01821911334991455;-0.14083433151245117;-0.23731283843517303;0.2814069986343384;-0.19400238990783691;-0.08139597624540329;0.26345115900039673;-0.1244056224822998;0.2439759075641632;0.2516695261001587;-0.2191019058227539;0.07440662384033203;0.2611709237098694;-0.13393473625183105;posed_neutral
