Frame;CL7_x;CL7_y;CL7_z;BL7_x;BL7_y;BL7_z;CR7_x;CR7_y;CR7_z;BR7_x;BR7_y;BR7_z;A8_x;A8_y;A8_z;A7_x;A7_y;A7_z;BL5_x;BL5_y;BL5_z;BR5_x;BR5_y;BR5_z;CL4_x;CL4_y;CL4_z;BL4_x;BL4_y;BL4_z;CR4_x;CR4_y;CR4_z;BR4_x;BR4_y;BR4_z;DL2_x;DL2_y;DL2_z;BL2_x;BL2_y;BL2_z;DR2_x;DR2_y;DR2_z;BR2_x;BR2_y;BR2_z;Stimulustype
1574;-0.19574673473834991;-0.20334100723266602;-0.11450362205505371;-0.12146670371294022;-0.1755131483078003;-0.07610368728637695;0.181472048163414;-0.17916667461395264;-0.1257951259613037;0.11482042074203491;-0.15821003913879395;-0.08800697326660156;0.001358628273010254;-0.27281177043914795;-0.04523873329162598;-0.00420297309756279;-0.14610016345977783;-0.04617023468017578;-0.12435482442378998;-0.06754434108734131;-0.11488103866577148;0.10766611993312836;-0.054695844650268555;-0.12529587745666504;-0.20125877857208252;0.007636666297912598;-0.16004323959350586;-0.08991871029138565;0.042675793170928955;-0.1349472999572754;0.19063565135002136;0.010503053665161133;-0.18036723136901855;0.09031850099563599;0.03752714395523071;-0.16111254692077637;-0.22293128073215485;0.30752241611480713;-0.19129514694213867;-0.07259824872016907;0.30282557010650635;-0.12970685958862305;0.23165011405944824;0.28596824407577515;-0.2192995548248291;0.06503582000732422;0.2984880208969116;-0.13864827156066895;posed_fear
1575;-0.19574566185474396;-0.20268869400024414;-0.11430215835571289;-0.12190082669258118;-0.17534863948822021;-0.07636547088623047;0.181857630610466;-0.17866837978363037;-0.12605047225952148;0.1146327555179596;-0.15804266929626465;-0.08796548843383789;0.001272544264793396;-0.2721332311630249;-0.045135498046875;-0.004214983433485031;-0.14561200141906738;-0.04643440246582031;-0.12450738251209259;-0.06723678112030029;-0.11498689651489258;0.10760825872421265;-0.054403066635131836;-0.1253523826599121;-0.2017069011926651;0.007665157318115234;-0.16024565696716309;-0.08992905914783478;0.04281795024871826;-0.13512563705444336;0.19065405428409576;0.010779261589050293;-0.18059682846069336;0.09028443694114685;0.03764277696609497;-0.1612071990966797;-0.22286006808280945;0.30758053064346313;-0.19126558303833008;-0.07270630449056625;0.303220272064209;-0.12984108924865723;0.23193395137786865;0.28615546226501465;-0.21974539756774902;0.06496791541576385;0.2987975478172302;-0.13875555992126465;posed_fear
1576;-0.19573481380939484;-0.20247375965118408;-0.11423206329345703;-0.12221862375736237;-0.17523527145385742;-0.07654690742492676;0.1819639801979065;-0.1787106990814209;-0.1261272430419922;0.11488999426364899;-0.15808796882629395;-0.08809733390808105;0.0013978108763694763;-0.2721130847930908;-0.04515814781188965;-0.0041574835777282715;-0.1455906629562378;-0.04645419120788574;-0.1251218467950821;-0.06756234169006348;-0.11513781547546387;0.1074870377779007;-0.05462801456451416;-0.12523198127746582;-0.2016400396823883;0.007598757743835449;-0.16017508506774902;-0.09027202427387238;0.04242420196533203;-0.1352698802947998;0.19067391753196716;0.010451555252075195;-0.1803433895111084;0.09041707217693329;0.037255287170410156;-0.1609041690826416;-0.22285760939121246;0.3074219822883606;-0.19118714332580566;-0.07275699079036713;0.3029574751853943;-0.12975525856018066;0.23192927241325378;0.28648853302001953;-0.21994280815124512;0.06498613208532333;0.29847562313079834;-0.13863563537597656;posed_fear
1577;-0.19636161625385284;-0.20204484462738037;-0.11453413963317871;-0.12288917601108551;-0.1754540205001831;-0.07678604125976562;0.18173398077487946;-0.17849886417388916;-0.12595653533935547;0.11469915509223938;-0.15760982036590576;-0.08815264701843262;0.0010259449481964111;-0.272052526473999;-0.04507589340209961;-0.004682257771492004;-0.1452023983001709;-0.046591997146606445;-0.12587615847587585;-0.0674443244934082;-0.11541414260864258;0.10718478262424469;-0.05489552021026611;-0.125016450881958;-0.20230035483837128;0.007590293884277344;-0.16043972969055176;-0.09063559025526047;0.042204856872558594;-0.13564729690551758;0.19041047990322113;0.010560989379882812;-0.1803126335144043;0.09006519615650177;0.037281811237335205;-0.16065073013305664;-0.22297804057598114;0.3072400689125061;-0.19119763374328613;-0.07313118875026703;0.3028898239135742;-0.1297440528869629;0.2319154143333435;0.2861788272857666;-0.21973872184753418;0.06498812884092331;0.29839378595352173;-0.13860440254211426;posed_fear
1578;-0.19587484002113342;-0.20202386379241943;-0.11420297622680664;-0.12260502576828003;-0.17549502849578857;-0.07665133476257324;0.18184952437877655;-0.17880022525787354;-0.12604951858520508;0.11480435729026794;-0.1578749418258667;-0.08812904357910156;0.0010890588164329529;-0.27192652225494385;-0.04507255554199219;-0.004728715866804123;-0.1449965238571167;-0.046697378158569336;-0.12600967288017273;-0.06762969493865967;-0.11542654037475586;0.10689811408519745;-0.05467116832733154;-0.12494659423828125;-0.20213435590267181;0.00761103630065918;-0.1603860855102539;-0.09063561260700226;0.04222601652145386;-0.13567137718200684;0.1903214454650879;0.010546326637268066;-0.18026089668273926;0.09001809358596802;0.037288784980773926;-0.16062092781066895;-0.2232140451669693;0.30710017681121826;-0.19132280349731445;-0.07306448370218277;0.3028367757797241;-0.12972426414489746;0.23214733600616455;0.2860458493232727;-0.21992826461791992;0.06495790928602219;0.2982292175292969;-0.13853669166564941;posed_fear
1579;-0.19689692556858063;-0.20235049724578857;-0.1149759292602539;-0.12288598716259003;-0.17569410800933838;-0.07672572135925293;0.18148162961006165;-0.17928314208984375;-0.12580609321594238;0.1146223396062851;-0.1580817699432373;-0.08794379234313965;0.0008613951504230499;-0.2723151445388794;-0.045075416564941406;-0.0047714486718177795;-0.14555847644805908;-0.0463862419128418;-0.126066654920578;-0.06775200366973877;-0.11542463302612305;0.10721230506896973;-0.05532693862915039;-0.12490582466125488;-0.2023538053035736;0.0074312686920166016;-0.16036033630371094;-0.09079146385192871;0.04179161787033081;-0.13544726371765137;0.19021110236644745;0.010321855545043945;-0.18003177642822266;0.08989115059375763;0.03696233034133911;-0.16017484664916992;-0.2232162356376648;0.3066152334213257;-0.19109106063842773;-0.07316558808088303;0.30238115787506104;-0.1295766830444336;0.2324148714542389;0.2857465147972107;-0.22005939483642578;0.06534150242805481;0.29791462421417236;-0.13847637176513672;posed_fear
1580;-0.1961531937122345;-0.20200049877166748;-0.11438250541687012;-0.12292911112308502;-0.17551672458648682;-0.07678794860839844;0.18203569948673248;-0.17944443225860596;-0.1262040138244629;0.11503282189369202;-0.15832054615020752;-0.08808636665344238;0.001121576875448227;-0.27209973335266113;-0.045101165771484375;-0.004671458154916763;-0.14520680904388428;-0.04659128189086914;-0.1259068250656128;-0.06780898571014404;-0.11536073684692383;0.10742601752281189;-0.05539429187774658;-0.12498593330383301;-0.20224419236183167;0.0071523189544677734;-0.16013741493225098;-0.09067200869321823;0.041609764099121094;-0.13503623008728027;0.1905830353498459;0.010032176971435547;-0.17996788024902344;0.0899408757686615;0.036733269691467285;-0.15997314453125;-0.22321926057338715;0.30608993768692017;-0.1908419132232666;-0.07340898364782333;0.3018239140510559;-0.12939882278442383;0.23300135135650635;0.28502142429351807;-0.22030282020568848;0.0657995268702507;0.29774928092956543;-0.13848423957824707;posed_fear
1581;-0.19642765820026398;-0.20228517055511475;-0.11464428901672363;-0.12315492331981659;-0.1758425235748291;-0.07680654525756836;0.18169090151786804;-0.17969083786010742;-0.12596893310546875;0.11504468321800232;-0.15833699703216553;-0.08808684349060059;0.0010489337146282196;-0.27220940589904785;-0.04510021209716797;-0.004754252731800079;-0.14531147480010986;-0.04652214050292969;-0.12598414719104767;-0.06800079345703125;-0.11535310745239258;0.10779018700122833;-0.05587911605834961;-0.1250298023223877;-0.20219482481479645;0.007320880889892578;-0.16022467613220215;-0.09097479283809662;0.04147130250930786;-0.13540053367614746;0.1903555691242218;0.00997006893157959;-0.17981576919555664;0.09018918871879578;0.03647959232330322;-0.15990352630615234;-0.22342777252197266;0.30559128522872925;-0.19077134132385254;-0.07307403534650803;0.3014368414878845;-0.12926054000854492;0.23295223712921143;0.2847251296043396;-0.22006511688232422;0.06582815945148468;0.29762399196624756;-0.13844037055969238;posed_fear
1582;-0.19614000618457794;-0.20261526107788086;-0.11454200744628906;-0.12301958352327347;-0.1759558916091919;-0.0767202377319336;0.1821005791425705;-0.18002092838287354;-0.12627053260803223;0.11492800712585449;-0.15868008136749268;-0.08787989616394043;0.0011351928114891052;-0.2722434997558594;-0.04512214660644531;-0.004593677818775177;-0.1454920768737793;-0.046447038650512695;-0.12629805505275726;-0.0682600736618042;-0.11541414260864258;0.10785660147666931;-0.056108832359313965;-0.12500715255737305;-0.20218370854854584;0.007047772407531738;-0.16004538536071777;-0.09059648215770721;0.041540443897247314;-0.1348278522491455;0.19043008983135223;0.009791254997253418;-0.17970609664916992;0.09030124545097351;0.0363195538520813;-0.15982484817504883;-0.22349274158477783;0.30531924962997437;-0.19069385528564453;-0.07339505851268768;0.30145490169525146;-0.12927603721618652;0.23356863856315613;0.2843485474586487;-0.22055673599243164;0.06618690490722656;0.2976257801055908;-0.13849711418151855;posed_fear
1583;-0.19611422717571259;-0.20280873775482178;-0.11458301544189453;-0.12266042828559875;-0.1761401891708374;-0.07651877403259277;0.18226276338100433;-0.18038880825042725;-0.12639856338500977;0.11535133421421051;-0.1588132381439209;-0.0880730152130127;0.0010969564318656921;-0.27219438552856445;-0.04510807991027832;-0.004386380314826965;-0.1455162763595581;-0.046462297439575195;-0.12614752352237701;-0.06840264797210693;-0.11533784866333008;0.10740490257740021;-0.0564420223236084;-0.124725341796875;-0.20208819210529327;0.006962299346923828;-0.15995168685913086;-0.09078001976013184;0.041341185569763184;-0.1349184513092041;0.1905730664730072;0.00985872745513916;-0.1798245906829834;0.08995597064495087;0.036289870738983154;-0.1595172882080078;-0.2238101363182068;0.3049863576889038;-0.19079232215881348;-0.07351597398519516;0.30164921283721924;-0.12934422492980957;0.2337557077407837;0.28438007831573486;-0.2207944393157959;0.06636816263198853;0.29746687412261963;-0.13846397399902344;posed_fear
1584;-0.19616514444351196;-0.20384299755096436;-0.11493420600891113;-0.12288053333759308;-0.17680978775024414;-0.07645130157470703;0.18192866444587708;-0.18096649646759033;-0.12618255615234375;0.11505457758903503;-0.15964579582214355;-0.08756399154663086;0.0011865831911563873;-0.2730919122695923;-0.04523873329162598;-0.004629127681255341;-0.14636337757110596;-0.045968055725097656;-0.12630414962768555;-0.06917691230773926;-0.11525559425354004;0.1078631579875946;-0.05746877193450928;-0.12470054626464844;-0.2023531198501587;0.006532549858093262;-0.15978574752807617;-0.09082406759262085;0.04077649116516113;-0.13442206382751465;0.19050894677639008;0.009286761283874512;-0.1793384552001953;0.09017443656921387;0.03548341989517212;-0.15884041786193848;-0.22421644628047943;0.30449581146240234;-0.1908867359161377;-0.07373025268316269;0.3012031316757202;-0.12920236587524414;0.23446246981620789;0.28418785333633423;-0.22150349617004395;0.06645471602678299;0.29717880487442017;-0.1383676528930664;posed_fear
1585;-0.1962834596633911;-0.20401990413665771;-0.1150670051574707;-0.12248613685369492;-0.1768413782119751;-0.07627248764038086;0.182230144739151;-0.18122506141662598;-0.1264050006866455;0.11524802446365356;-0.1600550413131714;-0.08751130104064941;0.00136498361825943;-0.27327632904052734;-0.04529857635498047;-0.004526916891336441;-0.14647376537322998;-0.04592251777648926;-0.12647956609725952;-0.06950223445892334;-0.11525797843933105;0.10819484293460846;-0.05811595916748047;-0.12470388412475586;-0.20210503041744232;0.0062400102615356445;-0.15949797630310059;-0.09077522903680801;0.040672361850738525;-0.1342334747314453;0.19073039293289185;0.008933663368225098;-0.17915654182434082;0.09037964046001434;0.0352785587310791;-0.15878796577453613;-0.22449730336666107;0.3043118119239807;-0.1910262107849121;-0.07382450997829437;0.3010442852973938;-0.12915277481079102;0.2349279224872589;0.28395920991897583;-0.2219088077545166;0.06716331839561462;0.2970523238182068;-0.1384286880493164;posed_fear
1586;-0.19611726701259613;-0.20466089248657227;-0.11515355110168457;-0.12268400937318802;-0.1778203248977661;-0.07611942291259766;0.18218089640140533;-0.18206489086151123;-0.12639999389648438;0.11515609920024872;-0.16097652912139893;-0.08708572387695312;0.0013128258287906647;-0.2737966775894165;-0.04535365104675293;-0.004648879170417786;-0.14706361293792725;-0.045584678649902344;-0.12640215456485748;-0.0701913833618164;-0.11511063575744629;0.1082417219877243;-0.05911576747894287;-0.1244971752166748;-0.20224569737911224;0.005865931510925293;-0.1593165397644043;-0.09052321314811707;0.0403476357460022;-0.13347148895263672;0.19046153128147125;0.008430242538452148;-0.1786332130432129;0.09023015201091766;0.03450500965118408;-0.15785765647888184;-0.22547829151153564;0.30397409200668335;-0.19166231155395508;-0.07466167211532593;0.3008161783218384;-0.12910151481628418;0.23569494485855103;0.283393919467926;-0.2224595546722412;0.06752441823482513;0.2963428497314453;-0.138214111328125;posed_fear
1587;-0.19611217081546783;-0.20488262176513672;-0.1152184009552002;-0.122382253408432;-0.17796599864959717;-0.07595276832580566;0.18254008889198303;-0.18240606784820557;-0.12666702270507812;0.11528688669204712;-0.16130781173706055;-0.08702778816223145;0.0015301518142223358;-0.2741847038269043;-0.04544663429260254;-0.004246797412633896;-0.14734923839569092;-0.04548501968383789;-0.1258927285671234;-0.07040798664093018;-0.11490035057067871;0.1091054379940033;-0.059827566146850586;-0.12472867965698242;-0.20192816853523254;0.005397677421569824;-0.1588878631591797;-0.09052791446447372;0.04000955820083618;-0.13313746452331543;0.19079582393169403;0.00777745246887207;-0.17826175689697266;0.09029386937618256;0.03436762094497681;-0.15777349472045898;-0.22646579146385193;0.30370861291885376;-0.1923377513885498;-0.0752718448638916;0.3005247116088867;-0.12902307510375977;0.2363967001438141;0.28314632177352905;-0.223114013671875;0.06826545298099518;0.29609179496765137;-0.13823294639587402;posed_fear
1588;-0.1964399516582489;-0.20478332042694092;-0.11540484428405762;-0.12200372666120529;-0.17775559425354004;-0.07583928108215332;0.18294738233089447;-0.18217456340789795;-0.12694740295410156;0.11541160941123962;-0.16125059127807617;-0.08712410926818848;0.00193781778216362;-0.2736893892288208;-0.04546618461608887;-0.004002634435892105;-0.1471313238143921;-0.04563713073730469;-0.12564310431480408;-0.07027530670166016;-0.11483883857727051;0.10874691605567932;-0.059647440910339355;-0.12460637092590332;-0.2016412317752838;0.0057964324951171875;-0.15902447700500488;-0.0903412252664566;0.04016685485839844;-0.13297557830810547;0.19092029333114624;0.008093833923339844;-0.17857050895690918;0.09066404402256012;0.034168541431427;-0.15786457061767578;-0.22670873999595642;0.30410927534103394;-0.19272685050964355;-0.07494780421257019;0.30062150955200195;-0.12904572486877441;0.2368508279323578;0.28333282470703125;-0.22374176979064941;0.06843418627977371;0.2959727644920349;-0.1382138729095459;posed_fear
1589;-0.196140855550766;-0.20512330532073975;-0.1153109073638916;-0.12183979153633118;-0.17768383026123047;-0.07578444480895996;0.18261095881462097;-0.18214750289916992;-0.1267075538635254;0.1153353601694107;-0.16131091117858887;-0.08705544471740723;0.001852523535490036;-0.2735316753387451;-0.045429229736328125;-0.004098474979400635;-0.14698922634124756;-0.04570150375366211;-0.12576836347579956;-0.07029807567596436;-0.11487722396850586;0.10872270166873932;-0.05983161926269531;-0.12455320358276367;-0.20175831019878387;0.00574493408203125;-0.15903997421264648;-0.09048756211996078;0.04010045528411865;-0.13315987586975098;0.19081075489521027;0.008219361305236816;-0.17862176895141602;0.09030967950820923;0.03443795442581177;-0.1578538417816162;-0.2268916219472885;0.30405884981155396;-0.19285154342651367;-0.07529845833778381;0.30060654878616333;-0.12905097007751465;0.2370336353778839;0.28325873613357544;-0.2239065170288086;0.0685066431760788;0.29624271392822266;-0.13832855224609375;posed_fear
1590;-0.1962977796792984;-0.20660006999969482;-0.11586856842041016;-0.12226377427577972;-0.17879760265350342;-0.0756988525390625;0.18246090412139893;-0.18295300006866455;-0.12662982940673828;0.11508263647556305;-0.1618802547454834;-0.08667755126953125;0.001565694808959961;-0.27442872524261475;-0.04548454284667969;-0.004281006753444672;-0.14772236347198486;-0.04527759552001953;-0.12577857077121735;-0.0710911750793457;-0.11474180221557617;0.10864682495594025;-0.060594916343688965;-0.1243445873260498;-0.2020861953496933;0.004932284355163574;-0.15865540504455566;-0.09060084074735641;0.03956657648086548;-0.13281464576721191;0.1906977891921997;0.007742881774902344;-0.17818999290466309;0.09003190696239471;0.03397935628890991;-0.15719914436340332;-0.22728677093982697;0.30368584394454956;-0.1929934024810791;-0.07495369017124176;0.3002901077270508;-0.1289358139038086;0.2370004951953888;0.28283244371414185;-0.2236166000366211;0.0685787945985794;0.2958281636238098;-0.13818097114562988;posed_fear
1591;-0.19627586007118225;-0.20725810527801514;-0.11605620384216309;-0.1220083013176918;-0.17911016941070557;-0.07551121711730957;0.18244655430316925;-0.1835235357284546;-0.12664031982421875;0.11442968249320984;-0.16229534149169922;-0.08612918853759766;0.0014547929167747498;-0.2745567560195923;-0.04547858238220215;-0.004493985325098038;-0.14784157276153564;-0.045183420181274414;-0.1262177675962448;-0.07181596755981445;-0.11476373672485352;0.10836057364940643;-0.060607075691223145;-0.12421131134033203;-0.20204882323741913;0.004821300506591797;-0.1585693359375;-0.09077724814414978;0.03926670551300049;-0.1328136920928955;0.1905914843082428;0.007525324821472168;-0.17796850204467773;0.090110182762146;0.033770620822906494;-0.1570577621459961;-0.22733032703399658;0.3035937547683716;-0.19298481941223145;-0.07519448548555374;0.3001018762588501;-0.12888026237487793;0.23720088601112366;0.28255152702331543;-0.2236800193786621;0.06854439526796341;0.29572945833206177;-0.1381382942199707;posed_fear
1592;-0.19549521803855896;-0.20784008502960205;-0.11571860313415527;-0.12183647602796555;-0.1795189380645752;-0.07533693313598633;0.18171381950378418;-0.18413448333740234;-0.1261584758758545;0.11397241055965424;-0.1624242067337036;-0.08581018447875977;0.0009825117886066437;-0.27472352981567383;-0.04540371894836426;-0.004595126956701279;-0.14815986156463623;-0.044995784759521484;-0.12633192539215088;-0.07218384742736816;-0.11473774909973145;0.10827089846134186;-0.06102275848388672;-0.12407517433166504;-0.20204845070838928;0.00445556640625;-0.15833544731140137;-0.09080393612384796;0.03916525840759277;-0.13275718688964844;0.19028377532958984;0.007275700569152832;-0.17763042449951172;0.08986717462539673;0.03377580642700195;-0.1568765640258789;-0.22773286700248718;0.3033861517906189;-0.19321179389953613;-0.0755641832947731;0.2999405860900879;-0.12883806228637695;0.23721984028816223;0.2823318839073181;-0.2235713005065918;0.06831306219100952;0.29571712017059326;-0.13809704780578613;posed_fear
1593;-0.19507569074630737;-0.20871949195861816;-0.11571097373962402;-0.12121770530939102;-0.18005621433258057;-0.0749051570892334;0.1809656023979187;-0.1852552890777588;-0.12577199935913086;0.11328975856304169;-0.16279125213623047;-0.08526444435119629;0.0007954761385917664;-0.27527129650115967;-0.045435190200805664;-0.004672519862651825;-0.1482473611831665;-0.0449373722076416;-0.1258753538131714;-0.07280957698822021;-0.11447286605834961;0.10784977674484253;-0.06121492385864258;-0.1238398551940918;-0.20210383832454681;0.004121065139770508;-0.15814518928527832;-0.09094548225402832;0.038849711418151855;-0.13268089294433594;0.19016282260417938;0.00680851936340332;-0.17720293998718262;0.08979792892932892;0.033469319343566895;-0.15652799606323242;-0.22781741619110107;0.30259639024734497;-0.1929018497467041;-0.07560715824365616;0.2995481491088867;-0.1287088394165039;0.23764091730117798;0.28191882371902466;-0.22380781173706055;0.06866961717605591;0.2949388027191162;-0.13785481452941895;posed_fear
1594;-0.19469912350177765;-0.2087244987487793;-0.1154637336730957;-0.12085967510938644;-0.1800915002822876;-0.07471299171447754;0.1808309108018875;-0.18553423881530762;-0.12571358680725098;0.11298565566539764;-0.16271460056304932;-0.08511757850646973;0.0006606616079807281;-0.27517688274383545;-0.045395851135253906;-0.004797354340553284;-0.14829254150390625;-0.04489564895629883;-0.12559890747070312;-0.07276558876037598;-0.11438727378845215;0.10769450664520264;-0.061275362968444824;-0.12375473976135254;-0.20181499421596527;0.004085421562194824;-0.1580033302307129;-0.09087100625038147;0.03879433870315552;-0.13249683380126953;0.1903727948665619;0.006886959075927734;-0.17736005783081055;0.08988057076931;0.033355712890625;-0.15648198127746582;-0.22772851586341858;0.30251574516296387;-0.19279074668884277;-0.07545621693134308;0.299346923828125;-0.12863802909851074;0.2377808392047882;0.28183937072753906;-0.2239208221435547;0.06890767812728882;0.2949641942977905;-0.13790154457092285;posed_fear
1595;-0.19390985369682312;-0.20883285999298096;-0.1149749755859375;-0.12023903429508209;-0.18015480041503906;-0.07437920570373535;0.1810506284236908;-0.18589460849761963;-0.12592840194702148;0.11310948431491852;-0.1627124547958374;-0.0851905345916748;0.0015499144792556763;-0.27517080307006836;-0.045575618743896484;-0.0039346665143966675;-0.14831364154815674;-0.04500436782836914;-0.12504929304122925;-0.0725175142288208;-0.11424469947814941;0.1082051545381546;-0.06148421764373779;-0.12393999099731445;-0.20136423408985138;0.0040198564529418945;-0.1577775478363037;-0.09042857587337494;0.03901338577270508;-0.1319587230682373;0.19078239798545837;0.006750226020812988;-0.17743515968322754;0.09026913344860077;0.033221423625946045;-0.15664887428283691;-0.22714874148368835;0.3023117780685425;-0.19222187995910645;-0.07470916211605072;0.2987692356109619;-0.12842464447021484;0.23805159330368042;0.28165489435195923;-0.2241201400756836;0.06933904439210892;0.29488080739974976;-0.13793659210205078;posed_fear
1596;-0.19313287734985352;-0.209228515625;-0.11458349227905273;-0.11940658837556839;-0.18037641048431396;-0.07390737533569336;0.18089120090007782;-0.18680834770202637;-0.1259446144104004;0.11359870433807373;-0.16309869289398193;-0.08531999588012695;0.0018113963305950165;-0.2757033109664917;-0.04569530487060547;-0.0034060031175613403;-0.1486448049545288;-0.04489755630493164;-0.12474732100963593;-0.07295072078704834;-0.11406588554382324;0.10866901278495789;-0.0619584321975708;-0.12404370307922363;-0.20089323818683624;0.0037450790405273438;-0.15741181373596191;-0.0897115096449852;0.03901559114456177;-0.13072824478149414;0.19088773429393768;0.00642704963684082;-0.17722368240356445;0.09106330573558807;0.032778799533843994;-0.1568293571472168;-0.22664156556129456;0.3020596504211426;-0.19168829917907715;-0.0741279125213623;0.29855066537857056;-0.12833499908447266;0.23846203088760376;0.2810460329055786;-0.2242288589477539;0.06980523467063904;0.29448795318603516;-0.13785886764526367;posed_fear
1597;-0.1927831619977951;-0.20941030979156494;-0.11440777778625488;-0.11893493682146072;-0.1805042028427124;-0.07365107536315918;0.18080206215381622;-0.18687164783477783;-0.12588882446289062;0.11330193281173706;-0.16311419010162354;-0.08514094352722168;0.002174593508243561;-0.27608954906463623;-0.04581713676452637;-0.003292277455329895;-0.14856994152069092;-0.04495406150817871;-0.12419396638870239;-0.07319056987762451;-0.11383676528930664;0.10820133984088898;-0.061879515647888184;-0.12384843826293945;-0.20100808143615723;0.003312230110168457;-0.1571815013885498;-0.0902630090713501;0.03872692584991455;-0.13138413429260254;0.19087770581245422;0.006168007850646973;-0.17701268196105957;0.09083481132984161;0.03271681070327759;-0.15659475326538086;-0.22682976722717285;0.301774263381958;-0.19170403480529785;-0.07460677623748779;0.29791539907455444;-0.12813878059387207;0.2383420765399933;0.2807440161705017;-0.22391366958618164;0.06968311965465546;0.2943248748779297;-0.13777756690979004;posed_fear
1598;-0.19253329932689667;-0.21004033088684082;-0.11443591117858887;-0.11878320574760437;-0.18094420433044434;-0.07349824905395508;0.1806141436100006;-0.1875607967376709;-0.12585139274597168;0.11317315697669983;-0.1634082794189453;-0.08494734764099121;0.0021172799170017242;-0.27638471126556396;-0.045842885971069336;-0.003363136202096939;-0.14918553829193115;-0.044609785079956055;-0.12421993911266327;-0.07332074642181396;-0.11382269859313965;0.10802246630191803;-0.06231248378753662;-0.12366819381713867;-0.2007562220096588;0.0032700300216674805;-0.15706753730773926;-0.09001267701387405;0.03854888677597046;-0.13077330589294434;0.19089168310165405;0.005942106246948242;-0.17683815956115723;0.09092125296592712;0.03241419792175293;-0.15636897087097168;-0.22685115039348602;0.3012140989303589;-0.1914522647857666;-0.07499414682388306;0.2972980737686157;-0.12798094749450684;0.23870044946670532;0.28049081563949585;-0.22417211532592773;0.06984502822160721;0.2935858368873596;-0.13751959800720215;posed_fear
1599;-0.19255948066711426;-0.2103937864303589;-0.11456155776977539;-0.11866937577724457;-0.18110167980194092;-0.07341408729553223;0.18001873791217804;-0.18779301643371582;-0.12544655799865723;0.11262847483158112;-0.16354942321777344;-0.08457207679748535;0.0017615631222724915;-0.27680909633636475;-0.04582500457763672;-0.0038449428975582123;-0.14921200275421143;-0.04452824592590332;-0.12498023360967636;-0.0740194320678711;-0.11395764350891113;0.1078118234872818;-0.06257784366607666;-0.12351131439208984;-0.20129385590553284;0.0028952360153198242;-0.15703129768371582;-0.09029608964920044;0.038140177726745605;-0.13084769248962402;0.19078950583934784;0.005774259567260742;-0.17665839195251465;0.09035500884056091;0.032323598861694336;-0.15584874153137207;-0.2276613414287567;0.30048006772994995;-0.19176030158996582;-0.07526704668998718;0.29637330770492554;-0.12786006927490234;0.2384127676486969;0.2803915739059448;-0.2237858772277832;0.0695653036236763;0.2930343747138977;-0.1373002529144287;posed_fear
1600;-0.19120794534683228;-0.21175134181976318;-0.11409521102905273;-0.11754385381937027;-0.18190765380859375;-0.07271313667297363;0.18043948709964752;-0.18960940837860107;-0.1260232925415039;0.11312428116798401;-0.1647588014602661;-0.08437323570251465;0.0028016529977321625;-0.27819085121154785;-0.04620933532714844;-0.0030033551156520844;-0.1500910520553589;-0.04418182373046875;-0.12422505021095276;-0.07502591609954834;-0.1135256290435791;0.10864587128162384;-0.06378257274627686;-0.12361717224121094;-0.2004403918981552;0.0018996000289916992;-0.15610265731811523;-0.08994031697511673;0.03736501932144165;-0.12945127487182617;0.19132930040359497;0.004617929458618164;-0.17597675323486328;0.09128020703792572;0.031093955039978027;-0.15536999702453613;-0.22817456722259521;0.29871928691864014;-0.19167661666870117;-0.07569780200719833;0.2928279638290405;-0.12735247611999512;0.2401238977909088;0.27896660566329956;-0.22489595413208008;0.07061246037483215;0.2897499203681946;-0.1370096206665039;posed_fear
1601;-0.19170109927654266;-0.2122434377670288;-0.11456179618835449;-0.11800172924995422;-0.18233633041381836;-0.07289862632751465;0.1798824816942215;-0.18968355655670166;-0.1256239414215088;0.11261951923370361;-0.16492772102355957;-0.08401608467102051;0.0023448094725608826;-0.27846574783325195;-0.04615187644958496;-0.0034753940999507904;-0.15037548542022705;-0.04396390914916992;-0.12467935681343079;-0.0754239559173584;-0.11360955238342285;0.10818266868591309;-0.06402349472045898;-0.12335085868835449;-0.20091664791107178;0.0015511512756347656;-0.1560523509979248;-0.09038956463336945;0.03686118125915527;-0.12971282005310059;0.19078323245048523;0.00443875789642334;-0.17558789253234863;0.09078925848007202;0.030926227569580078;-0.1548328399658203;-0.22862601280212402;0.298248291015625;-0.1918959617614746;-0.07608875632286072;0.2923288345336914;-0.1273040771484375;0.23958513140678406;0.2787836790084839;-0.22417378425598145;0.0702114999294281;0.2892748713493347;-0.13686299324035645;posed_fear
